matlab_param,matlab_index,yaml_rate_key,reaction,scaling_group,value_at_published_pvec,reactants,products
k10_1f,1,kon_B_AcACP,C4_FabB_binding_AcACP,,4.338673394484211,C4_AcACP + FabB,C4_FabB_AcACP
k10_1f,2,kon_B_AcACP,C6_FabB_binding_AcACP,,4.338673394484211,C6_AcACP + FabB,C6_FabB_AcACP
k10_1f,3,kon_B_AcACP,C8_FabB_binding_AcACP,,4.338673394484211,C8_AcACP + FabB,C8_FabB_AcACP
k10_1f,4,C10_cis_kon_B_EnAcACP,C10_cis_FabB_binding_EnAcACP,,4.338673394484211,C10_cis3EnAcACP + FabB,C10_FabB_cis3EnAcACP
k10_1f,4,kon_B_AcACP,C10_FabB_binding_AcACP,,4.338673394484211,C10_AcACP + FabB,C10_FabB_AcACP
k10_1f,5,kon_B_AcACP,C12_FabB_binding_AcACP,,4.338673394484211,C12_AcACP + FabB,C12_FabB_AcACP
k10_1f,5,kon_B_AcACP,C12_FabB_binding_AcACP_unsat,,4.338673394484211,C12_AcACP_unsat + FabB,C12_FabB_AcACP_unsat
k10_1f,6,kon_B_AcACP,C14_FabB_binding_AcACP,,4.338673394484211,C14_AcACP + FabB,C14_FabB_AcACP
k10_1f,6,kon_B_AcACP,C14_FabB_binding_AcACP_unsat,,4.338673394484211,C14_AcACP_unsat + FabB,C14_FabB_AcACP_unsat
k10_1f,7,kon_B_AcACP,C16_FabB_binding_AcACP,,4.338673394484211,C16_AcACP + FabB,C16_FabB_AcACP
k10_1f,7,kon_B_AcACP,C16_FabB_binding_AcACP_unsat,,4.338673394484211,C16_AcACP_unsat + FabB,C16_FabB_AcACP_unsat
k10_1f,8,kon_B_AcACP,C18_FabB_binding_AcACP,,4.338673394484211,C18_AcACP + FabB,C18_FabB_AcACP
k10_1f,8,kon_B_AcACP,C18_FabB_binding_AcACP_unsat,,4.338673394484211,C18_AcACP_unsat + FabB,C18_FabB_AcACP_unsat
k10_1r,1,koff_B_AcACP,C4_FabB_binding_AcACP,a2,164.8695889904,C4_FabB_AcACP,C4_AcACP
k10_1r,2,koff_B_AcACP,C6_FabB_binding_AcACP,a2,164.8695889904,C6_FabB_AcACP,C6_AcACP
k10_1r,3,koff_B_AcACP,C8_FabB_binding_AcACP,a2,164.8695889904,C8_FabB_AcACP,C8_AcACP
k10_1r,4,C10_cis_koff_B_EnAcACP,C10_cis_FabB_binding_EnAcACP,a2,164.8695889904,C10_FabB_cis3EnAcACP,C10_cis3EnAcACP
k10_1r,4,koff_B_AcACP,C10_FabB_binding_AcACP,a2,164.8695889904,C10_FabB_AcACP,C10_AcACP
k10_1r,5,koff_B_AcACP,C12_FabB_binding_AcACP,a2,164.8695889904,C12_FabB_AcACP,C12_AcACP
k10_1r,5,koff_B_AcACP,C12_FabB_binding_AcACP_unsat,a2,164.8695889904,C12_FabB_AcACP_unsat,C12_AcACP_unsat
k10_1r,6,koff_B_AcACP,C14_FabB_binding_AcACP,a2,164.8695889904,C14_FabB_AcACP,C14_AcACP
k10_1r,6,koff_B_AcACP,C14_FabB_binding_AcACP_unsat,a2,164.8695889904,C14_FabB_AcACP_unsat,C14_AcACP_unsat
k10_1r,7,koff_B_AcACP,C16_FabB_binding_AcACP,a2,164.8695889904,C16_FabB_AcACP,C16_AcACP
k10_1r,7,koff_B_AcACP,C16_FabB_binding_AcACP_unsat,a2,164.8695889904,C16_FabB_AcACP_unsat,C16_AcACP_unsat
k10_1r,8,koff_B_AcACP,C18_FabB_binding_AcACP,a2,164.8695889904,C18_FabB_AcACP,C18_AcACP
k10_1r,8,koff_B_AcACP,C18_FabB_binding_AcACP_unsat,a2,164.8695889904,C18_FabB_AcACP_unsat,C18_AcACP_unsat
k10_2f,1,kfwd_B_AcACP,C4_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C4_FabB_AcACP,ACP + C4_FabB_Act
k10_2f,2,kfwd_B_AcACP,C6_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C6_FabB_AcACP,ACP + C6_FabB_Act
k10_2f,3,kfwd_B_AcACP,C8_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C8_FabB_AcACP,ACP + C8_FabB_Act
k10_2f,4,kfwd_B_AcACP,C10_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C10_FabB_AcACP,ACP + C10_FabB_Act
k10_2f,4,C10_cis_kfwd_B_EnAcACP,C10_cis_FabB_activation_EnAcACP,(1/b3),1411.1030972777992,C10_FabB_cis3EnAcACP,ACP + C10_FabB_Act_cis3
k10_2f,5,kfwd_B_AcACP,C12_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C12_FabB_AcACP,ACP + C12_FabB_Act
k10_2f,5,kfwd_B_AcACP,C12_FabB_activation_release_ACP_unsat,(1/b3),1411.1030972777992,C12_FabB_AcACP_unsat,ACP + C12_FabB_Act_unsat
k10_2f,6,kfwd_B_AcACP,C14_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C14_FabB_AcACP,ACP + C14_FabB_Act
k10_2f,6,kfwd_B_AcACP,C14_FabB_activation_release_ACP_unsat,(1/b3),1411.1030972777992,C14_FabB_AcACP_unsat,ACP + C14_FabB_Act_unsat
k10_2f,7,kfwd_B_AcACP,C16_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C16_FabB_AcACP,ACP + C16_FabB_Act
k10_2f,7,kfwd_B_AcACP,C16_FabB_activation_release_ACP_unsat,(1/b3),1411.1030972777992,C16_FabB_AcACP_unsat,ACP + C16_FabB_Act_unsat
k10_2f,8,kfwd_B_AcACP,C18_FabB_activation_release_ACP,(1/b3),1411.1030972777992,C18_FabB_AcACP,ACP + C18_FabB_Act
k10_2f,8,kfwd_B_AcACP,C18_FabB_activation_release_ACP_unsat,(1/b3),1411.1030972777992,C18_FabB_AcACP_unsat,ACP + C18_FabB_Act_unsat
k10_2r,1,krvs_B_AcACP,C4_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C4_FabB_Act,C4_FabB_AcACP
k10_2r,2,krvs_B_AcACP,C6_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C6_FabB_Act,C6_FabB_AcACP
k10_2r,3,krvs_B_AcACP,C8_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C8_FabB_Act,C8_FabB_AcACP
k10_2r,4,krvs_B_AcACP,C10_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C10_FabB_Act,C10_FabB_AcACP
k10_2r,4,C10_cis_krvs_B_EnAcACP,C10_cis_FabB_activation_EnAcACP,b1,402.13929190000005,ACP + C10_FabB_Act_cis3,C10_FabB_cis3EnAcACP
k10_2r,5,krvs_B_AcACP,C12_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C12_FabB_Act,C12_FabB_AcACP
k10_2r,5,krvs_B_AcACP,C12_FabB_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C12_FabB_Act_unsat,C12_FabB_AcACP_unsat
k10_2r,6,krvs_B_AcACP,C14_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C14_FabB_Act,C14_FabB_AcACP
k10_2r,6,krvs_B_AcACP,C14_FabB_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C14_FabB_Act_unsat,C14_FabB_AcACP_unsat
k10_2r,7,krvs_B_AcACP,C16_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C16_FabB_Act,C16_FabB_AcACP
k10_2r,7,krvs_B_AcACP,C16_FabB_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C16_FabB_Act_unsat,C16_FabB_AcACP_unsat
k10_2r,8,krvs_B_AcACP,C18_FabB_activation_release_ACP,b1,402.13929190000005,ACP + C18_FabB_Act,C18_FabB_AcACP
k10_2r,8,krvs_B_AcACP,C18_FabB_activation_release_ACP_unsat,b1,402.13929190000005,ACP + C18_FabB_Act_unsat,C18_FabB_AcACP_unsat
k10_3f,1,kon_B_Act_MalACP,C4_FabB_Act_binding_MalACP,,20.106047437853658,C3_MalACP + C4_FabB_Act,C7_FabB_Act_MalACP
k10_3f,2,kon_B_Act_MalACP,C6_FabB_Act_binding_MalACP,,20.106047437853658,C3_MalACP + C6_FabB_Act,C9_FabB_Act_MalACP
k10_3f,3,kon_B_Act_MalACP,C8_FabB_Act_binding_MalACP,,20.106047437853658,C3_MalACP + C8_FabB_Act,C11_FabB_Act_MalACP
k10_3f,4,kon_B_Act_MalACP,C10_FabB_Act_binding_MalACP,,20.106047437853658,C10_FabB_Act + C3_MalACP,C13_FabB_Act_MalACP
k10_3f,4,kon_B_Act_MalACP,C10_cis_FabB_Act_binding_MalACP,,20.106047437853658,C10_FabB_Act_cis3 + C3_MalACP,C13_FabB_Act_MalACP_cis3
k10_3f,5,kon_B_Act_MalACP,C12_FabB_Act_binding_MalACP,,20.106047437853658,C12_FabB_Act + C3_MalACP,C15_FabB_Act_MalACP
k10_3f,5,kon_B_Act_MalACP,C12_FabB_Act_binding_MalACP_unsat,,20.106047437853658,C12_FabB_Act_unsat + C3_MalACP,C15_FabB_Act_MalACP_unsat
k10_3f,6,kon_B_Act_MalACP,C14_FabB_Act_binding_MalACP,,20.106047437853658,C14_FabB_Act + C3_MalACP,C17_FabB_Act_MalACP
k10_3f,6,kon_B_Act_MalACP,C14_FabB_Act_binding_MalACP_unsat,,20.106047437853658,C14_FabB_Act_unsat + C3_MalACP,C17_FabB_Act_MalACP_unsat
k10_3f,7,kon_B_Act_MalACP,C16_FabB_Act_binding_MalACP,,20.106047437853658,C16_FabB_Act + C3_MalACP,C19_FabB_Act_MalACP
k10_3f,7,kon_B_Act_MalACP,C16_FabB_Act_binding_MalACP_unsat,,20.106047437853658,C16_FabB_Act_unsat + C3_MalACP,C19_FabB_Act_MalACP_unsat
k10_3f,8,kon_B_Act_MalACP,C18_FabB_Act_binding_MalACP,,20.106047437853658,C18_FabB_Act + C3_MalACP,C21_FabB_Act_MalACP
k10_3f,8,kon_B_Act_MalACP,C18_FabB_Act_binding_MalACP_unsat,,20.106047437853658,C18_FabB_Act_unsat + C3_MalACP,C21_FabB_Act_MalACP_unsat
k10_3r,1,koff_B_Act_MalACP,C4_FabB_Act_binding_MalACP,a2,164.8695889904,C7_FabB_Act_MalACP,C3_MalACP + C4_FabB_Act
k10_3r,2,koff_B_Act_MalACP,C6_FabB_Act_binding_MalACP,a2,164.8695889904,C9_FabB_Act_MalACP,C3_MalACP + C6_FabB_Act
k10_3r,3,koff_B_Act_MalACP,C8_FabB_Act_binding_MalACP,a2,164.8695889904,C11_FabB_Act_MalACP,C3_MalACP + C8_FabB_Act
k10_3r,4,koff_B_Act_MalACP,C10_FabB_Act_binding_MalACP,a2,164.8695889904,C13_FabB_Act_MalACP,C10_FabB_Act + C3_MalACP
k10_3r,4,koff_B_Act_MalACP,C10_cis_FabB_Act_binding_MalACP,a2,164.8695889904,C13_FabB_Act_MalACP_cis3,C10_FabB_Act_cis3 + C3_MalACP
k10_3r,5,koff_B_Act_MalACP,C12_FabB_Act_binding_MalACP,a2,164.8695889904,C15_FabB_Act_MalACP,C12_FabB_Act + C3_MalACP
k10_3r,5,koff_B_Act_MalACP,C12_FabB_Act_binding_MalACP_unsat,a2,164.8695889904,C15_FabB_Act_MalACP_unsat,C12_FabB_Act_unsat + C3_MalACP
k10_3r,6,koff_B_Act_MalACP,C14_FabB_Act_binding_MalACP,a2,164.8695889904,C17_FabB_Act_MalACP,C14_FabB_Act + C3_MalACP
k10_3r,6,koff_B_Act_MalACP,C14_FabB_Act_binding_MalACP_unsat,a2,164.8695889904,C17_FabB_Act_MalACP_unsat,C14_FabB_Act_unsat + C3_MalACP
k10_3r,7,koff_B_Act_MalACP,C16_FabB_Act_binding_MalACP,a2,164.8695889904,C19_FabB_Act_MalACP,C16_FabB_Act + C3_MalACP
k10_3r,7,koff_B_Act_MalACP,C16_FabB_Act_binding_MalACP_unsat,a2,164.8695889904,C19_FabB_Act_MalACP_unsat,C16_FabB_Act_unsat + C3_MalACP
k10_3r,8,koff_B_Act_MalACP,C18_FabB_Act_binding_MalACP,a2,164.8695889904,C21_FabB_Act_MalACP,C18_FabB_Act + C3_MalACP
k10_3r,8,koff_B_Act_MalACP,C18_FabB_Act_binding_MalACP_unsat,a2,164.8695889904,C21_FabB_Act_MalACP_unsat,C18_FabB_Act_unsat + C3_MalACP
k10_4f,,C2_kon_B_AcCoA,C2_FabB_binding_AcCoA,,284.9474476,C2_AcCoA + FabB,C2_FabB_AcCoA
k10_4r,,C2_koff_B_AcCoA,C2_FabB_binding_AcCoA,,11397.8979,C2_FabB_AcCoA,C2_AcCoA
k10_5f,,C2_kfwd_B_AcCoA,C2_FabB_AcCoA_activation,,1411.103097,C2_FabB_AcCoA,C2_FabB_Act + CoA
k10_5r,,C2_krvs_B_AcCoA,C2_FabB_AcCoA_activation,x4,4484.089916471215,C2_FabB_Act + CoA,C2_FabB_AcCoA
k10_6f,,C2_kon_B_Act_MalACP,C2_FabB_Act_binding_MalACP,,618.3359613,C2_FabB_Act + C3_MalACP,C5_FabB_Act_MalACP
k10_6r,,C2_koff_B_Act_MalACP,C2_FabB_Act_binding_MalACP,,3091.679806,C5_FabB_Act_MalACP,C2_FabB_Act + C3_MalACP
k10_7f,,kon_B_MalACP,FabB_binding_MalACP,,284.9474476,C3_MalACP + FabB,C3_FabB_MalACP
k10_7r,,koff_B_MalACP,FabB_binding_MalACP,,11397.8979,C3_FabB_MalACP,C3_MalACP
k10_8f,,kon_B_C2_AcACP,FabB_binding_C2_AcACP,,284.9474476,C2_AcACP + FabB,C2_FabB_AcACP
k10_8r,,koff_B_C2_AcACP,FabB_binding_C2_AcACP,,11397.8979,C2_FabB_AcACP,C2_AcACP
k10_9f,,kfwd_B_C2_AcACP,FabB_C2_AcACP_activation,,1411.103097,C2_FabB_AcACP,ACP + C2_FabB_Act
k10_9r,,krvs_B_C2_AcACP,FabB_C2_AcACP_activation,,402.139291,ACP + C2_FabB_Act,C2_FabB_AcACP
k10_inh_f,,kon_B_ACP,FabB_inhibition_by_ACP,,0.00241,ACP + FabB,FabB_ACP
k10_inh_r,,koff_B_ACP,FabB_inhibition_by_ACP,,0.091574,FabB_ACP,ACP
k2_1f,,kon_D_MalCoA,FabD_binding_MalCoA,,189.96496506666668,C3_MalCoA + FabD,C3_FabD_MalCoA
k2_1r,,koff_D_MalCoA,FabD_binding_MalCoA,a1,11397.897904000001,C3_FabD_MalCoA,C3_MalCoA
k2_2f,,kfwd_D_MalCoA,FabD_activation_release_CoA,(b1/b2),60222.860002345195,C3_FabD_MalCoA,C3_FabD_Act + CoA
k2_2r,,krvs_D_MalCoA,FabD_activation_release_CoA,b1,402.13929190000005,C3_FabD_Act + CoA,C3_FabD_MalCoA
k2_3f,,kon_D_Act_ACP,FabD_Act_binding_ACP,,77.29199516150001,ACP + C3_FabD_Act,C3_FabD_Act_ACP
k2_3r,,koff_D_Act_ACP,FabD_Act_binding_ACP,a1,3091.6798064600002,C3_FabD_Act_ACP,ACP + C3_FabD_Act
k2_4f,,kfwd_D_Act_ACP,FabD_catalysis_release_MalACP,(b1/b3),1411.1030972777992,C3_FabD_Act_ACP,C3_MalACP
k2_4r,,krvs_D_Act_ACP,FabD_catalysis_release_MalACP,b1,402.13929190000005,C3_MalACP + FabD,C3_FabD_Act_ACP
k3_1f,,C2_kon_H_AcCoA,C2_FabH_binding_AcCoA,,284.94744760000003,C2_AcCoA + FabH,C2_FabH_AcCoA
k3_1r,,C2_koff_H_AcCoA,C2_FabH_binding_AcCoA,a1,11397.897904000001,C2_FabH_AcCoA,C2_AcCoA
k3_2f,,kfwd_H_AcCoA,C2_FabH_activation_release_CoA,(b1/b3),1411.1030972777992,C2_FabH_AcCoA,C2_FabH_Act + CoA
k3_2r,,krvs_H_AcCoA,C2_FabH_activation_release_CoA,b1,402.13929190000005,C2_FabH_Act + CoA,C2_FabH_AcCoA
k3_3f,,kon_H_Act_MalACP,C2_FabH_Act_binding_MalACP,,618.3359612920001,C2_FabH_Act + C3_MalACP,C5_FabH_Act_MalACP
k3_3r,,koff_H_Act_MalACP,C2_FabH_Act_binding_MalACP,a1,3091.6798064600002,C5_FabH_Act_MalACP,C2_FabH_Act + C3_MalACP
k3_4f,1,kon_H_AcACP,C4_FabH_inhibition_by_AcACP,,0.3088,C4_AcACP + FabH,C4_FabH_AcACP
k3_4f,2,kon_H_AcACP,C6_FabH_inhibition_by_AcACP,,0.3088,C6_AcACP + FabH,C6_FabH_AcACP
k3_4f,3,kon_H_AcACP,C8_FabH_inhibition_by_AcACP,,0.3088,C8_AcACP + FabH,C8_FabH_AcACP
k3_4f,4,kon_H_AcACP,C10_FabH_inhibition_by_AcACP,,0.3088,C10_AcACP + FabH,C10_FabH_AcACP
k3_4f,5,kon_H_AcACP,C12_FabH_inhibition_by_AcACP,,0.3088,C12_AcACP + FabH,C12_FabH_AcACP
k3_4f,5,kon_H_AcACP,C12_FabH_inhibition_by_AcACP_unsat,,0.3088,C12_AcACP_unsat + FabH,C12_FabH_AcACP_unsat
k3_4f,6,kon_H_AcACP,C14_FabH_inhibition_by_AcACP,,0.3088,C14_AcACP + FabH,C14_FabH_AcACP
k3_4f,6,kon_H_AcACP,C14_FabH_inhibition_by_AcACP_unsat,,0.3088,C14_AcACP_unsat + FabH,C14_FabH_AcACP_unsat
k3_4f,7,kon_H_AcACP,C16_FabH_inhibition_by_AcACP,,0.3088,C16_AcACP + FabH,C16_FabH_AcACP
k3_4f,7,kon_H_AcACP,C16_FabH_inhibition_by_AcACP_unsat,,0.3088,C16_AcACP_unsat + FabH,C16_FabH_AcACP_unsat
k3_4f,8,kon_H_AcACP,C18_FabH_inhibition_by_AcACP,,0.3088,C18_AcACP + FabH,C18_FabH_AcACP
k3_4f,8,kon_H_AcACP,C18_FabH_inhibition_by_AcACP_unsat,,0.3088,C18_AcACP_unsat + FabH,C18_FabH_AcACP_unsat
k3_4f,9,kon_H_AcACP,C20_FabH_inhibition_by_AcACP,,0.3088,C20_AcACP + FabH,C20_FabH_AcACP
k3_4f,9,kon_H_AcACP,C20_FabH_inhibition_by_AcACP_unsat,,0.3088,C20_AcACP_unsat + FabH,C20_FabH_AcACP_unsat
k3_4r,1,C4_koff_H_AcACP,C4_FabH_inhibition_by_AcACP,(1/e),463.7496991784655,C4_FabH_AcACP,C4_AcACP
k3_4r,2,C6_koff_H_AcACP,C6_FabH_inhibition_by_AcACP,(1/e),463.7496991784655,C6_FabH_AcACP,C6_AcACP
k3_4r,3,C8_koff_H_AcACP,C8_FabH_inhibition_by_AcACP,(1/e),463.7496991784655,C8_FabH_AcACP,C8_AcACP
k3_4r,4,C10_koff_H_AcACP,C10_FabH_inhibition_by_AcACP,(1/e),463.7496991784655,C10_FabH_AcACP,C10_AcACP
k3_4r,5,C12_koff_H_AcACP,C12_FabH_inhibition_by_AcACP,(1/e),463.7496991784655,C12_FabH_AcACP,C12_AcACP
k3_4r,5,C12_koff_H_AcACP,C12_FabH_inhibition_by_AcACP_unsat,(1/e),463.7496991784655,C12_FabH_AcACP_unsat,C12_AcACP_unsat
k3_4r,6,C14_koff_H_AcACP,C14_FabH_inhibition_by_AcACP,(1/e),88.22375218566809,C14_FabH_AcACP,C14_AcACP
k3_4r,6,C14_koff_H_AcACP,C14_FabH_inhibition_by_AcACP_unsat,(1/e),88.22375218566809,C14_FabH_AcACP_unsat,C14_AcACP_unsat
